id,home_id,date,value
4904,599,953771679599,7307
4905,604,1553297684634,22080
4906,604,1521761684634,13054
4907,604,1490225684634,12953
4908,604,1458689684634,12220
4909,604,1427067284634,11529
4910,604,1395531284634,10879
4911,604,1363995284634,10879
4912,604,1332459284634,10795
4913,604,1300836884634,10184
4914,604,1269300884634,9608
4915,604,1237764884634,9066
4916,604,1206228884634,9066
4917,604,1174606484634,8996
4918,604,1143074084634,8487
4919,604,1111538084634,8007
4920,604,1080002084634,7555
4921,604,1048379684634,7555
4922,604,1016843684634,7497
4923,604,985307684634,7073
4924,604,953771684634,6673
4925,606,1553297686194,27840
4926,606,1521761686194,22464
4927,606,1490225686194,22464
4928,606,1458689686194,21505
4929,606,1427067286194,20288
4930,606,1395531286194,19140
4931,606,1363995286194,18720
4932,606,1332459286194,19500
4933,606,1300836886194,18519
4934,606,1269300886194,18519
4935,606,1237764886194,18379
4936,606,1206228886194,17339
4937,606,1174606486194,16358
4938,606,1143074086194,17510
4939,606,1111538086194,16916
4940,606,1080002086194,15966
4941,606,1048379686194,15136
4942,606,1016843686194,14592
4943,606,985307686194,14592
4944,606,953771686194,14097
4945,615,1553297695077,41580
4946,615,1521761695077,18630
4947,615,1490225695077,18476
4948,615,1458689695077,17431
4949,615,1427067295077,16446
4950,615,1395531295077,15525
4951,615,1363995295077,15525
4952,615,1332459295077,15397
4953,615,1300836895077,14526
4954,615,1269300895077,13705
4955,615,1237764895077,12938
4956,615,1206228895077,12938
4957,617,1553297697490,635580
4958,617,1521761697490,390573
4959,617,1490225697490,361642
4960,617,1458689697490,334854
4961,617,1427067297490,310050
4962,617,1395531297490,303300
4963,617,1363995297490,352719
4964,617,1332459297490,326592
4965,617,1300836897490,302400
4966,617,1269300897490,311040
4967,617,1237764897490,325800
4968,619,1553297699082,19020
4969,619,1521761699083,10657
4970,619,1490225699083,10059
4971,619,1458689699083,9492
4972,619,1427067299083,9478
4973,619,1395531299083,8956
4974,619,1363995299083,8881
4975,619,1332459299083,8383
4976,619,1300836899083,7910
4977,619,1269300899083,7899
